,nodename,filesize_per_thread xfersize blocksize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
147,CN7,8G 1M 8M,16,1,35739.0,39235.0,43254.0,47623.0,0.0,0.0,0.0,4808.33,9866.99,9871.26,9819.39,9892.15,1065.66,1066.52,1066.5,1065.88
148,CN7,8G 1M 8M,16,4,36263.0,39409.0,43604.0,47623.0,0.0,0.0,0.0,4770.33,9733.96,9763.29,9688.68,9724.33,1055.09,1054.52,1054.98,1053.51
149,CN7,8G 1M 8M,16,16,35389.0,38885.0,42555.0,45700.0,0.0,0.0,0.0,4812.67,9754.13,9757.7,9693.18,9739.39,1053.96,1055.95,1054.16,1054.45
150,CN7,16G 1M 8M,1,1,5472.0,7002.0,8717.0,8979.0,166.0,191.0,185.37,1556.33,3432.74,3410.0,91.42,3452.66,402.31,402.02,9.92,402.41
151,CN7,16G 1M 8M,1,4,5603.0,7395.0,8629.0,8891.0,161.0,191.0,184.28,1548.0,3463.23,91.94,3475.2,3582.02,403.13,10.33,403.5,403.07
152,CN7,16G 1M 8M,1,16,5538.0,7154.0,8760.0,9022.0,157.0,191.0,184.44,1547.67,92.72,3383.52,3444.94,3454.49,10.4,401.95,402.59,402.72
153,CN7,16G 1M 8M,2,1,5866.0,6477.0,8498.0,9328.0,154.0,186.0,178.16,2935.0,6399.71,6189.66,3461.9,3480.25,743.39,740.8,401.0,402.6
154,CN7,16G 1M 8M,2,4,5888.0,6455.0,8487.0,11163.0,154.0,187.0,177.82,2932.67,3215.57,3150.65,6450.57,6649.14,375.91,375.32,765.12,766.8
155,CN7,16G 1M 8M,2,16,5910.0,6565.0,8553.0,9328.0,154.0,186.0,177.06,2917.67,6387.24,6211.9,3252.05,3253.33,742.34,740.69,375.48,374.95
156,CN7,16G 1M 8M,4,1,6958.0,8585.0,10770.0,15773.0,115.0,184.0,156.79,5140.0,9630.24,9616.8,9492.23,9575.24,1043.28,1043.49,1042.48,1044.26
157,CN7,16G 1M 8M,4,4,6696.0,7810.0,9983.0,11993.0,125.0,176.0,157.63,5167.0,9648.85,9570.8,9501.63,9568.1,1042.14,1042.69,1042.58,1042.04
158,CN7,16G 1M 8M,4,16,7329.0,8596.0,11425.0,15969.0,129.0,180.0,155.68,5141.0,9439.26,9443.96,9257.69,9386.58,1023.71,1021.43,1019.52,1022.65
159,CN7,16G 1M 8M,8,1,19705.0,22676.0,25821.0,29579.0,0.0,0.0,0.0,4834.33,9812.84,9855.41,9860.89,9942.91,1064.41,1064.74,1067.32,1064.52
160,CN7,16G 1M 8M,8,4,19180.0,22152.0,25297.0,28093.0,0.0,0.0,0.0,4981.33,10055.37,10022.36,10083.12,10134.45,1088.77,1086.3,1088.72,1085.18
161,CN7,16G 1M 8M,8,16,19355.0,22152.0,25734.0,29404.0,0.0,0.0,0.0,4967.67,10061.48,9997.15,10136.18,10214.1,1086.39,1087.43,1089.99,1087.16
162,CN7,16G 1M 8M,16,1,36438.0,40108.0,44303.0,47711.0,0.0,0.0,0.0,4643.0,10032.91,10024.85,10111.19,10149.36,1077.13,1077.45,1079.71,1077.19
163,CN7,16G 1M 8M,16,4,36264.0,39759.0,43429.0,47623.0,0.0,0.0,0.0,4696.0,10252.82,10220.27,10212.52,10144.18,1086.42,1087.33,1086.76,1089.27
164,CN7,16G 1M 8M,16,16,35914.0,39584.0,43604.0,46575.0,0.0,0.0,0.0,4706.67,10202.9,10341.82,10264.47,10214.54,1087.04,1086.86,1088.11,1086.7
165,CN7,32G 1M 8M,1,1,5472.0,6980.0,8509.0,13741.0,160.0,193.0,186.89,1568.67,3780.0,55.31,3689.62,3698.24,445.27,5.91,444.04,443.75
166,CN7,32G 1M 8M,1,4,5560.0,6827.0,8454.0,14833.0,162.0,190.0,183.33,1538.67,56.51,3696.89,3689.21,3798.58,6.01,444.41,444.36,445.96
167,CN7,32G 1M 8M,1,16,5472.0,6412.0,8280.0,14877.0,160.0,190.0,184.28,1546.33,3798.67,3778.51,3696.42,55.86,445.7,461.87,444.54,6.01
168,CN7,32G 1M 8M,2,1,6193.0,6499.0,7985.0,13260.0,148.0,187.0,173.83,2863.0,7084.26,3599.4,3549.08,7328.91,821.41,427.79,427.42,822.5
169,CN7,32G 1M 8M,2,4,6281.0,6586.0,8116.0,13260.0,145.0,186.0,172.12,2819.0,3601.94,7197.1,6893.28,3715.15,413.42,821.83,819.12,414.37
170,CN7,32G 1M 8M,2,16,6215.0,6608.0,8116.0,11469.0,148.0,186.0,173.58,2855.67,7094.37,3553.26,3642.96,7364.82,822.58,427.33,427.95,822.65
171,CN7,32G 1M 8M,4,1,7766.0,9241.0,12955.0,17717.0,109.0,175.0,151.74,5048.0,10319.43,10257.47,10183.03,10251.65,1113.67,1110.83,1109.75,1110.39
172,CN7,32G 1M 8M,4,4,7963.0,9120.0,12255.0,17804.0,112.0,178.0,151.64,4961.0,10045.48,9972.28,9958.38,10019.68,1088.74,1087.18,1085.33,1087.42
173,CN7,32G 1M 8M,4,16,8203.0,9372.0,12168.0,15860.0,108.0,179.0,149.13,4933.33,10030.71,9911.46,9841.84,9933.4,1079.18,1075.39,1073.25,1076.3
174,CN7,32G 1M 8M,8,1,19530.0,22414.0,25560.0,29492.0,0.0,0.0,0.0,4843.0,10508.44,10434.14,10383.65,10460.12,1112.65,1110.28,1111.31,1112.78
175,CN7,32G 1M 8M,8,4,19530.0,22501.0,25909.0,28792.0,0.0,0.0,0.0,4839.33,10377.49,10319.7,10482.28,10284.39,1117.3,1117.73,1117.22,1116.9
176,CN7,32G 1M 8M,8,16,9997.0,11532.0,13181.0,13748.0,0.0,0.0,0.0,3332.0,5179.48,12258.84,5172.77,5138.13,555.38,1429.33,556.08,555.18
177,CN7,32G 1M 8M,16,1,36438.0,39934.0,44128.0,47274.0,0.0,0.0,0.0,4610.0,10299.7,10051.38,10227.32,10228.91,1091.16,1090.65,1090.02,1091.17
178,CN7,32G 1M 8M,16,4,24192.0,26750.0,29763.0,33095.0,0.0,0.0,0.0,3728.67,7062.41,6781.71,6890.43,11571.24,734.82,734.53,735.53,1321.48
179,CN7,32G 1M 8M,16,16,36439.0,40109.0,43953.0,47623.0,0.0,0.0,0.0,4621.0,10424.87,10328.57,10306.03,10054.6,1091.9,1090.88,1092.48,1092.41
180,CN7,8G 4M 4M,1,1,2976.0,3818.0,4467.0,4926.0,340.0,395.0,376.4,1582.67,190.44,3005.93,3050.36,3053.55,19.54,361.34,360.38,361.81
181,CN7,8G 4M 4M,1,4,3173.0,3960.0,4336.0,5101.0,330.0,392.0,373.24,1569.33,3097.05,3049.67,3045.97,171.96,361.65,361.34,358.85,19.32
182,CN7,8G 4M 4M,1,16,3075.0,3971.0,4380.0,4926.0,329.0,392.0,372.77,1567.67,3129.96,3014.28,164.6,3095.24,361.72,361.24,18.43,362.16
183,CN7,8G 4M 4M,2,1,3020.0,3534.0,4337.0,5057.0,326.0,379.0,361.75,2988.0,2821.18,2712.15,5642.72,5727.18,322.51,322.26,662.91,664.65
184,CN7,8G 4M 4M,2,4,2999.0,3534.0,4337.0,5363.0,326.0,384.0,364.9,2998.0,5398.12,5185.15,2782.64,2713.82,625.14,624.22,321.2,321.59
185,CN7,8G 4M 4M,2,16,3009.0,3501.0,4337.0,5058.0,328.0,382.0,364.63,3009.0,2809.86,2771.38,5650.66,5576.44,323.02,322.22,663.65,661.52
186,CN7,8G 4M 4M,4,1,3424.0,4692.0,6881.0,11655.0,295.0,368.0,337.86,5599.33,8664.53,8667.24,8708.97,8516.47,931.04,931.88,938.0,935.08
187,CN7,8G 4M 4M,4,4,3403.0,4746.0,6641.0,8706.0,293.0,370.0,344.5,5741.33,8562.83,8632.08,8657.63,8552.77,930.26,934.36,932.89,932.7
188,CN7,8G 4M 4M,4,16,3861.0,5735.0,8706.0,13413.0,279.0,375.0,329.99,5461.0,8658.88,8627.91,8792.8,8654.74,931.33,934.48,941.25,935.43
189,CN7,8G 4M 4M,8,1,10552.0,12867.0,15488.0,17433.0,127.0,293.0,155.14,5166.33,9539.33,9591.88,9473.37,9455.06,1023.53,1024.82,1025.65,1024.28
190,CN7,8G 4M 4M,8,4,10289.0,12430.0,14790.0,18307.0,128.0,304.0,155.96,5199.33,9708.3,9772.71,9533.83,9655.76,1042.13,1043.25,1043.0,1044.88
191,CN7,8G 4M 4M,8,16,10683.0,13085.0,15664.0,19268.0,126.0,311.0,154.75,5147.0,9807.98,9779.67,9595.35,9688.57,1044.11,1042.47,1042.41,1045.46
192,CN7,8G 4M 4M,16,1,20229.0,22850.0,25996.0,28967.0,0.0,0.0,0.0,4778.67,10049.06,9847.6,9783.4,9791.58,1055.08,1052.17,1053.9,1055.84
193,CN7,8G 4M 4M,16,4,19705.0,22239.0,25210.0,27657.0,0.0,0.0,0.0,4873.33,10109.89,9973.2,9924.34,9940.78,1067.36,1064.5,1065.17,1066.05
194,CN7,8G 4M 4M,16,16,20317.0,23025.0,26171.0,28443.0,0.0,0.0,0.0,4775.67,10468.09,10030.84,10026.03,10093.58,1067.83,1067.35,1065.91,1066.54
195,CN7,16G 4M 4M,1,1,2813.0,3719.0,5604.0,6969.0,324.0,392.0,376.71,1582.0,3366.8,3316.97,3541.99,101.72,402.77,402.47,431.77,11.42
196,CN7,16G 4M 4M,1,4,2834.0,3687.0,4489.0,9503.0,344.0,397.0,378.95,1590.33,3376.54,3594.01,97.44,3339.19,403.12,432.25,10.9,402.96
197,CN7,16G 4M 4M,1,16,2857.0,3686.0,4489.0,6816.0,327.0,399.0,374.57,1571.33,3345.29,99.19,3347.19,3423.89,402.68,11.13,402.12,403.55
198,CN7,16G 4M 4M,2,1,2977.0,3370.0,4599.0,9099.0,328.0,385.0,363.34,2978.67,3338.73,6574.31,6543.08,3464.87,402.61,792.83,793.4,403.4
199,CN7,16G 4M 4M,2,4,2998.0,3381.0,4298.0,5800.0,334.0,382.0,360.8,2951.33,6673.79,3105.73,3214.71,6682.77,793.96,376.2,376.64,793.77
200,CN7,16G 4M 4M,2,16,2966.0,3435.0,4620.0,8727.0,335.0,384.0,365.64,3013.0,3338.87,6600.88,6575.37,3386.87,402.8,793.85,793.14,402.77
201,CN7,16G 4M 4M,4,1,4375.0,6412.0,9317.0,13238.0,256.0,372.0,316.26,5265.33,9971.8,9663.71,9676.09,9606.86,1046.15,1044.21,1045.77,1040.93
202,CN7,16G 4M 4M,4,4,4424.0,6434.0,9153.0,15161.0,240.0,372.0,309.56,5153.67,10026.73,9665.1,9631.66,9667.67,1048.23,1044.68,1043.43,1043.0
203,CN7,16G 4M 4M,4,16,4156.0,6128.0,9153.0,12998.0,244.0,372.0,316.79,5259.0,9860.88,9601.17,9600.68,9623.09,1046.62,1044.27,1043.53,1043.45
204,CN7,16G 4M 4M,8,1,11163.0,13435.0,16079.0,18743.0,121.0,290.0,145.33,4849.33,10114.63,10103.69,10013.03,10158.44,1076.79,1077.27,1074.59,1076.38
205,CN7,16G 4M 4M,8,4,10988.0,13217.0,16122.0,18831.0,127.0,310.0,147.71,4933.67,10309.87,10041.31,10188.79,10243.5,1088.57,1088.48,1087.97,1089.39
206,CN7,16G 4M 4M,8,16,10770.0,12998.0,15663.0,17957.0,124.0,306.0,149.32,4986.0,10204.18,10200.08,10168.7,10108.27,1087.69,1088.86,1087.78,1087.47
207,CN7,16G 4M 4M,16,1,20404.0,23724.0,29360.0,37662.0,0.0,0.0,0.0,4613.67,10662.51,10013.69,9275.83,10138.71,1144.07,1070.1,986.04,1071.27
208,CN7,16G 4M 4M,16,4,20404.0,23025.0,26258.0,29404.0,0.0,0.0,0.0,4683.67,10294.04,10241.22,10159.11,10656.24,1080.57,1081.32,1080.57,1081.87
209,CN7,16G 4M 4M,16,16,20317.0,23025.0,26346.0,28967.0,0.0,0.0,0.0,4690.67,10226.4,10200.69,10128.13,10180.81,1082.2,1081.6,1079.53,1083.33
